name,price,url,timestamp,cpu_name,cpu_score,gpu_name,gpu_score,ram_gb,ssd_gb,combined_score
"Dell XPS 13 9340 13.4"" (Ultra 7-155H/8GB/512GB)",975.16,https://www.skroutz.gr/s/63696734/dell-xps-13-9340-13-4-fhd-ultra-7-155h-8gb-512gb-ssd-w11-home-platinum-silver-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 155H,130,Integrated Graphics,15,8,512,72.5
"Dell Inspiron 16 Plus 7640 16"" (Ultra 9-185H/16GB/512GB)",999.17,https://www.skroutz.gr/s/65359130/dell-inspiron-16-plus-7640-16-ips-fhd-ultra-9-185h-16gb-512gb-ssd-w11-home-ice-blue-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 9 185H,148,Integrated Graphics,15,16,512,81.5
"Dell Inspiron 7440 14"" (Ultra 7-155H/16GB/1.0TB)",1005.0,https://www.skroutz.gr/s/66538931/dell-inspiron-7440-14-touchscreen-ultra-7-155h-16gb-1-0tb-ssd-w11-pro-ice-blue-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 155H,130,Integrated Graphics,15,16,0,72.5
"Dell 16 Plus 2-in-1 DB06250 16"" (Ultra 7-256V/16GB/1TB)",1065.17,https://www.skroutz.gr/s/63535887/dell-16-plus-2-in-1-db06250-16-fhd-touchscreen-ultra-7-256v-16gb-1tb-ssd-w11-home-ice-blue-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 256V,0,Integrated Graphics,15,16,1000,7.5
"Dell Pro 14 Plus PB14255 14"" (Ryzen 7 Pro-250/16GB/512GB)",1082.92,https://www.skroutz.gr/s/62548870/dell-pro-14-plus-pb14255-14-ips-fhd-ryzen-7-pro-250-16gb-512gb-ssd-w11-pro-gr-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,16,512,4.0
"Dell 16 Plus 16"" (Ultra 7-14-Core/32GB/1TB)",1175.2,https://www.skroutz.gr/s/67250332/dell-16-plus-16-fhd-touchscreen-120hz-ultra-7-14-core-32gb-1tb-ssd-w11-pro-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,32,1000,4.0
"Dell Pro 14 Plus 14"" (Ultra 7-268V/32GB/512GB)",1189.2,https://www.skroutz.gr/s/67309025/dell-pro-14-plus-14-fhd-ultra-7-268v-32gb-512gb-ssd-w11-pro-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 268V,0,Integrated Graphics,15,32,512,7.5
"Dell 16"" (Ryzen AI 300-340/16GB/512GB)",1259.44,https://www.skroutz.gr/s/63603664/dell-16-fhd-ryzen-ai-300-series-340-16gb-512gb-ssd-w11-home-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,16,512,4.0
"Dell XPS 13 9345 13.4"" (Snapdragon-X Elite X1E-80-100/16GB/512GB)",1275.2,https://www.skroutz.gr/s/65031400/dell-xps-13-9345-13-4-fhd-snapdragon-x-elite-x1e-80-100-16gb-512gb-ssd-w11-home-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,16,512,4.0
"Dell Latitude 5350 13.3"" (Ultra 7-165U/32GB/512GB)",1300.48,https://www.skroutz.gr/s/67659213/dell-latitude-5350-13-3-ips-fhd-touchscreen-ultra-7-165u-32gb-512gb-ssd-w11-pro-gray-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 165U,0,Integrated Graphics,15,32,512,7.5
"Dell 16 DC16250 16"" (Ultra 9-288V/32GB/1.0TB)",1305.21,https://www.skroutz.gr/s/67667300/dell-16-dc16250-16-fhd-touchscreen-ultra-9-288v-32gb-1-0tb-ssd-w11-home-carbon-black-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 9 288V,0,Integrated Graphics,15,32,0,7.5
"Dell Pro 16 Plus 16"" (Ultra 7-268V/32GB/512GB)",1325.21,https://www.skroutz.gr/s/67417615/dell-pro-16-plus-16-fhd-ultra-7-268v-32gb-512gb-ssd-w11-pro-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 268V,0,Integrated Graphics,15,32,512,7.5
"Dell Alienware 16 Aurora 16"" (9-270H)",1425.23,https://www.skroutz.gr/s/62554208/dell-alienware-16-aurora-16-ips-qhd-9-270h-16gb-1tb-ssd-geforce-rtx-5060-w11-home-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,0,0,4.0
"Dell XPS 14 9440 14.5"" (Ultra 7-155H/16GB/1TB)",1519.25,https://www.skroutz.gr/s/64176606/dell-xps-14-9440-14-5-fhd-ultra-7-155h-16gb-1tb-ssd-arc-graphics-w11-pro-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 155H,130,Integrated Graphics,15,16,1000,72.5
"Dell Alienware M16 16"" (Ultra 7-155H/32GB/1.0TB)",1735.28,https://www.skroutz.gr/s/66480497/dell-alienware-m16-16-qhd-240hz-ultra-7-155h-32gb-1-0tb-ssd-geforce-rtx-4070-w11-home-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 155H,130,Integrated Graphics,15,32,0,72.5
"Dell Alienware Aurora AC16250 16"" (Core 7-240H/1TB)",1499.0,https://www.skroutz.gr/s/62980761/dell-alienware-aurora-ac16250-16-qhd-120hz-core-7-240h-16gb-1tb-ssd-geforce-rtx-5050-w11-home-interstellar-indigo-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,0,1000,4.0
"Dell Alienware 16x Aurora AC16251 16"" (Ultra 7-255HX/32GB/1TB)",1965.33,https://www.skroutz.gr/s/61952606/dell-alienware-16x-aurora-ac16251-16-qhd-240hz-ultra-7-255hx-32gb-1tb-ssd-geforce-rtx-5060-w11-home-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 255HX,0,Integrated Graphics,15,32,1000,7.5
"Dell Precision 7680 16"" (Core 7-13850HX/32GB/1TB)",2129.35,https://www.skroutz.gr/s/51216643/Dell-Precision-7680-16-FHD-Core-7-13850HX-32GB-1TB-SSD-RTX-3500-Ada-W11-Pro-US-Keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,32,1000,4.0
"Dell Alienware 16X Aurora 16"" (Ultra 9-275HX)",2149.35,https://www.skroutz.gr/s/61777252/dell-alienware-16x-aurora-16-qhd-240hz-ultra-9-275hx-32gb-1tb-ssd-geforce-rtx-5060-w11-home-interstellar-indigo-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 9 275HX,0,Integrated Graphics,15,0,0,7.5
"Dell Precision 7780 17.3"" (i7-13850HX/32GB/1TB)",2169.36,https://www.skroutz.gr/s/65247695/dell-precision-7780-17-3-fhd-i7-13850hx-32gb-1tb-ssd-rtx-2000-ada-w11-pro-us-keyboard.html,2026-07-05 02:43:57,Intel Core I7-13850HX,0,Integrated Graphics,15,32,1000,7.5
"Dell Precision 7780 17.3"" (i9-13950HX)",2245.37,https://www.skroutz.gr/s/65313628/dell-precision-7780-17-3-fhd-i9-13950hx-32gb-1tb-ssd-rtx-2000-ada-w11-pro-aluminum-titan-grey-us-keyboard.html,2026-07-05 02:43:57,Intel Core I9-13950HX,0,Integrated Graphics,15,0,0,7.5
"Dell Premium DA16250 16.3"" (Ultra 7-14-Core/32GB/1.0TB)",2345.39,https://www.skroutz.gr/s/67668101/dell-premium-da16250-16-3-fhd-120hz-ultra-7-14-core-32gb-1-0tb-ssd-geforce-rtx-5050-w11-home-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,32,0,4.0
"Dell Alienware X16 16"" (Ultra 9-185H/32GB/1TB)",3045.5,https://www.skroutz.gr/s/65803902/dell-alienware-x16-16-qhd-240hz-ultra-9-185h-32gb-1tb-ssd-geforce-rtx-4090-w11-home-lunar-silver-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 9 185H,148,Integrated Graphics,15,32,1000,81.5
"Dell Pro Max 16 Premium 16"" (Ultra 7-265H/32GB/1TB)",4155.27,https://www.skroutz.gr/s/64935664/dell-pro-max-16-premium-16-fhd-ultra-7-265h-32gb-1tb-ssd-rtx-pro-2000-blackwell-linux-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 265H,0,Integrated Graphics,15,32,1000,7.5
"Huawei MateBook D14 2024 14"" (i5-12450H/16GB/512GB)",872.67,https://www.skroutz.gr/s/50864066/Huawei-MateBook-D14-2024-14-IPS-FHD-i5-12450H-16GB-512GB-SSD-W11-Home-International-English-Keyboard.html,2026-07-05 02:43:57,Intel Core i5-12450H,80,Integrated Graphics,15,16,512,47.5
"HP EliteBook 8 G1i 14"" (Ultra 5-226V/16GB/512GB)",1059.61,https://www.skroutz.gr/s/67450595/hp-elitebook-8-g1i-14-ips-fhd-ultra-5-226v-16gb-512gb-ssd-w11-pro-gr-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 5 226V,0,Integrated Graphics,15,16,512,7.5
"MSI Cyborg A15 AI B2HWEKG 15.6"" (Ryzen 7-260/16GB/1TB)",1148.0,https://www.skroutz.gr/s/64191511/msi-cyborg-a15-ai-b2hwekg-15-6-fhd-144hz-ryzen-7-260-16gb-1tb-ssd-geforce-rtx-5050-w11-home-gr-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,16,1000,4.0
"Dell Business Pro 16 15.6"" (i5-120U/16GB/256GB)",1229.9,https://www.skroutz.gr/s/68264208/dell-business-pro-16-15-6-ips-fhd-i5-120u-16gb-256gb-ssd-linux-international-english-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,16,256,4.0
"Dell ALIENWARE 15 DA15260 15.3"" (Core 7-240H/1TB)",1983.36,https://www.skroutz.gr/s/68253483/dell-alienware-15-da15260-15-3-ips-fhd-165hz-core-7-240h-16gb-1tb-ssd-geforce-rtx-5050-w11-home-international-english-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,0,1000,4.0
"Dell Alienware 15 DA15265 15.3"" (Ryzen 7-260/1TB)",1986.48,https://www.skroutz.gr/s/68252922/dell-alienware-15-da15265-15-3-ips-fhd-165hz-ryzen-7-260-16gb-1tb-ssd-geforce-rtx-4050-w11-home-international-english-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,0,1000,4.0
"Dell Pro Max 18 Plus MB18250 18"" (Ultra 7-265HX/32GB)",3411.95,https://www.skroutz.gr/s/64477478/dell-pro-max-18-plus-mb18250-18-qhd-ultra-7-265hx-32gb-512gb-ssd-rtx-pro-2000-blackwell-w11-pro-international-english-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 265HX,0,Integrated Graphics,15,32,0,7.5
"Dell Alienware X16 R2 16"" (Ultra 9-185H/32GB/1TB)",2599.0,https://www.skroutz.gr/s/56885881/Dell-Alienware-X16-R2-16-QHD-240Hz-Ultra-9-185H-32GB-1TB-SSD-GeForce-RTX-4070-W11-Home-US-Keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 9 185H,148,Integrated Graphics,15,32,1000,81.5
"MSI Cyborg 15 A13VE 15.6"" (i7-13620H/16GB/512GB)",1437.12,https://www.skroutz.gr/s/51747836/MSI-Cyborg-15-A13VE-15-6-FHD-144Hz-i7-13620H-16GB-512GB-SSD-GeForce-RTX-4050-No-OS-International-English-Keyboard.html,2026-07-05 02:43:57,Intel Core i7-13620H,125,Integrated Graphics,15,16,512,70.0
"Dell DC15255-A117 15"" (Ryzen 7-7730U/16GB/512GB)",689.73,https://www.skroutz.gr/s/66962830/dell-dc15255-a117-15-ips-fhd-touchscreen-120hz-ryzen-7-7730u-16gb-512gb-ssd-w11-home-international-english-keyboard.html,2026-07-05 02:43:57,AMD Ryzen 7 7730U,85,Integrated Graphics,18,16,512,51.5
"Dell Pro 16 PC16250 16"" (Core 5-120U)",940.33,https://www.skroutz.gr/s/66210696/dell-pro-16-pc16250-16-ips-fhd-core-5-120u-8gb-512gb-ssd-w11-pro-international-english-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,0,0,4.0
"Dell Pro 14 PC14250 14"" (Ultra 5-235U/16GB/1TB)",1521.8,https://www.skroutz.gr/s/66190594/dell-pro-14-pc14250-14-ips-fhd-ultra-5-235u-16gb-1tb-ssd-w11-pro-international-english-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 5 235U,0,Integrated Graphics,15,16,1000,7.5
"Dell Pro 14 PC14250 14"" (Ultra 5-235U)",1102.57,https://www.skroutz.gr/s/66071862/dell-pro-14-pc14250-14-ips-fhd-ultra-5-235u-8gb-512gb-ssd-w11-pro-international-english-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 5 235U,0,Integrated Graphics,15,0,0,7.5
"Lenovo ThinkPad P16 16"" (Ultra 9-275HX/64GB/2.0TB)",8987.21,https://www.skroutz.gr/s/67059019/lenovo-thinkpad-p16-16-oled-ultra-9-275hx-64gb-2-0tb-ssd-rtx-pro-5000-w11-pro-international-english-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 9 275HX,0,Integrated Graphics,15,64,0,7.5
"Dell Inspiron 14 2in1 7440 14"" (Core 7-150U/16GB/1TB)",1129.42,https://www.skroutz.gr/s/65625699/dell-inspiron-14-2in1-7440-14-fhd-touchscreen-core-7-150u-16gb-1tb-ssd-w11-home-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,16,1000,4.0
"Dell Pro 14 Premium 14"" (Ultra 5-236V/16GB/512GB)",2501.17,https://www.skroutz.gr/s/66149037/dell-pro-14-premium-14-ips-fhd-ultra-5-236v-16gb-512gb-ssd-w11-pro-international-english-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 5 236V,0,Integrated Graphics,15,16,512,7.5
"Samsung Galaxy Book5 Pro 360 16"" (Ultra 7-258V/32GB/1TB)",2199.0,https://www.skroutz.gr/s/67540356/samsung-galaxy-book5-pro-360-16-oled-touchscreen-ultra-7-258v-32gb-1tb-ssd-arc-graphics-140v-w11-home-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 258V,0,Integrated Graphics,15,32,1000,7.5
"Asus ROG Zephyrus G14 14"" (Ryzen AI 400 Series-9 465/32GB/1TB)",2997.69,https://www.skroutz.gr/s/67607267/asus-rog-zephyrus-g14-ga403gm-sy116w-14-oled-120hz-ryzen-ai-400-series-9-465-32gb-1tb-ssd-geforce-rtx-5060-w11-home-eclipse-gray-international-english-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,32,1000,4.0
"Lenovo LOQ 15AHP11 15.3"" (Ryzen 7-250/16GB/512GB)",1140.92,https://www.skroutz.gr/s/67538735/lenovo-loq-15ahp11-15-3-ips-fhd-165hz-ryzen-7-250-16gb-512gb-ssd-geforce-rtx-5050-no-os-luna-grey-international-english-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,16,512,4.0
"Asus S16 M3607GA 16"" (Ryzen AI 400 Series-7 445/16GB/1TB)",1002.07,https://www.skroutz.gr/s/67334220/asus-s16-m3607ga-16-oled-fhd-ryzen-ai-400-series-7-445-16gb-1tb-ssd-no-os-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,16,1000,4.0
"Asus Vivobook 15 15.6"" (Ryzen 7-170)",499.0,https://www.skroutz.gr/s/67334306/asus-vivobook-15-m1502naq-bq159-15-6-fhd-ryzen-7-170-8gb-1tb-ssd-w11-home-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,0,0,4.0
"HP OmniBook 5 Flip 14-fp0023dx 14"" (Core 7-150U/16GB/512GB)",769.12,https://www.skroutz.gr/s/61122165/hp-omnibook-5-flip-14-fp0023dx-14-ips-fhd-touchscreen-core-7-150u-16gb-512gb-ssd-w11-home-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,16,512,4.0
"Dell PB14250 14"" (Ultra 5-238V/32GB/512GB)",1354.17,https://www.skroutz.gr/s/67059457/dell-pb14250-14-ips-fhd-ultra-5-238v-32gb-512gb-ssd-linux-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 5 238V,0,Integrated Graphics,15,32,512,7.5
"Dell Pro 14 PC14250 14"" (Core 7-150U/16GB)",1314.85,https://www.skroutz.gr/s/67337160/dell-pro-14-pc14250-14-ips-fhd-core-7-150u-16gb-512gb-ssd-w11-pro-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,16,0,4.0
"Lenovo LOQ 15AHP10 15.6"" (Ryzen 5-220)",1026.9,https://www.skroutz.gr/s/64039715/lenovo-loq-15ahp10-15-6-ips-fhd-144hz-ryzen-5-220-32gb-512gb-ssd-geforce-rtx-5050-no-os-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,0,0,4.0
"Asus ExpertBook 15.6"" (Core 5-210H/32GB/512GB)",898.1,https://www.skroutz.gr/s/67360443/asus-expertbook-p1503cva-s72811-15-6-ips-fhd-core-5-210h-32gb-512gb-ssd-linux-international-english-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,32,512,4.0
"Asus ProArt P16 16"" (Ryzen AI 300-9 HX 370/64GB/2TB)",4495.0,https://www.skroutz.gr/s/64668581/asus-proart-p16-h7606wx-se002x-16-oled-uhd-touchscreen-120hz-ryzen-ai-300-series-9-hx-370-64gb-2tb-ssd-2tb-ssd-geforce-rtx-5090-w11-pro-gr-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,64,2000,4.0
"Lenovo ThinkPad X9-14 Gen 1 14"" (Ultra 7-258V/32GB/2TB)",2798.0,https://www.skroutz.gr/s/59680759/lenovo-thinkpad-x9-14-gen-1-14-oled-touchscreen-120hz-ultra-7-258v-32gb-2tb-ssd-w11-pro-gr-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 258V,0,Integrated Graphics,15,32,2000,7.5
"HP OmniBook Ultra Flip 14"" (Ultra 7/1TB)",1926.59,https://www.skroutz.gr/s/67372126/hp-omnibook-ultra-flip-14-oled-touchscreen-120hz-ultra-7-258v-32gb-1tb-ssd-w11-home-international-english-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,0,1000,4.0
"Asus Zenbook S 16 OLED UM5606GA 16"" (Ryzen AI 400 Series-9 465/32GB/1TB)",2049.33,https://www.skroutz.gr/s/67058758/asus-zenbook-s-16-oled-um5606ga-ss231x-16-120hz-ryzen-ai-400-series-9-465-32gb-1tb-ssd-w11-pro-international-english-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,32,1000,4.0
"Lenovo ThinkPad P14s Gen 6 (AMD) 14"" (Ryzen AI PRO 300 Series-9 HX PRO 370/64GB/1TB)",2977.19,https://www.skroutz.gr/s/66938422/lenovo-thinkpad-p14s-gen-6-amd-14-ips-fhd-ryzen-ai-pro-300-series-9-hx-pro-370-64gb-1tb-ssd-w11-pro-gr-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,64,1000,4.0
"MSI Cyborg 17 B13WFKG-267XPL 17.3"" (i7-13620H/16GB/512GB)",1114.05,https://www.skroutz.gr/s/67482521/msi-cyborg-17-b13wfkg-267xpl-17-3-ips-fhd-144hz-i7-13620h-16gb-512gb-ssd-geforce-rtx-5060-no-os-us-keyboard.html,2026-07-05 02:43:57,Intel Core i7-13620H,125,Integrated Graphics,15,16,512,70.0
"Gigabyte Gaming A16 16"" (Ryzen 7-260/16GB)",1648.4,https://www.skroutz.gr/s/67537478/gigabyte-gaming-a16-16-fhd-165hz-ryzen-7-260-16gb-512gb-ssd-1tb-ssd-geforce-rtx-5050-no-os-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,16,0,4.0
"Asus Zenbook 14 14"" (Ultra 7-255H/16GB/1TB)",1634.87,https://www.skroutz.gr/s/67367124/asus-zenbook-14-ux3405ca-st1097w-14-oled-ultra-7-255h-16gb-1tb-ssd-w11-home-international-english-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 255H,0,Integrated Graphics,15,16,1000,7.5
"Lenovo ThinkPad E16 Gen 3 16"" (Ultra 7-258V/32GB/1.0TB)",1395.06,https://www.skroutz.gr/s/67429253/lenovo-thinkpad-e16-gen-3-16-qhd-ultra-7-258v-32gb-1-0tb-ssd-no-os-international-english-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 258V,0,Integrated Graphics,15,32,0,7.5
"Acer Nitro 16 AI AN16S-61 16"" (Ryzen AI 300-9 365/32GB/1TB)",2167.45,https://www.skroutz.gr/s/67423015/acer-nitro-16-ai-an16s-61-r7lg-16-ips-fhd-180hz-ryzen-ai-300-series-9-365-32gb-1tb-ssd-geforce-rtx-5060-no-os-international-english-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,32,1000,4.0
"Dell Pro 14 PC14250 14"" (Core 5-120U)",1095.33,https://www.skroutz.gr/s/66668736/dell-pro-14-pc14250-14-ips-fhd-core-5-120u-8gb-512gb-ssd-w11-pro-international-english-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,0,0,4.0
"Dell Pro 16 PC16250 16"" (Ultra 7)",1302.0,https://www.skroutz.gr/s/66230861/dell-pro-16-pc16250-16-ips-fhd-ultra-7-255u-8gb-512gb-ssd-w11-pro-international-english-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,0,0,4.0
"Dell Pro 14 14"" (Ultra 5-235U)",1007.29,https://www.skroutz.gr/s/67334647/dell-pro-14-14-ips-fhd-ultra-5-235u-16gb-1tb-ssd-linux-international-english-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 5 235U,0,Integrated Graphics,15,0,0,7.5
"Dell Pro Max 14 MC14250 14"" (Ultra 7/16GB/512GB)",1501.0,https://www.skroutz.gr/s/65804089/dell-pro-max-14-mc14250-14-fhd-ultra-7-255h-16gb-512gb-ssd-w11-pro-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,16,512,4.0
"Dell Pro 16 16"" (Ultra 7)",1040.0,https://www.skroutz.gr/s/65924730/dell-pro-16-16-ips-fhd-ultra-7-255u-16gb-512gb-ssd-w11-pro-international-english-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,0,0,4.0
"Dell DELL Pro 16 Plus PB16250 16"" (Ultra 7-266V/16GB/512GB)",2075.37,https://www.skroutz.gr/s/68174271/dell-dell-pro-16-plus-pb16250-16-fhd-ultra-7-266v-16gb-512gb-ssd-w11-pro-gr-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 266V,0,Integrated Graphics,15,16,512,7.5
"Acer Nitro 18 AI AN18-61 18"" (Ryzen AI 300)",1938.26,https://www.skroutz.gr/s/66934549/acer-nitro-18-ai-an18-61-r580-18-ips-fhd-165hz-ryzen-ai-300-series-7-350-16gb-1tb-ssd-geforce-rtx-5060-linux-obsidian-black-international-english-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,0,0,4.0
"Lenovo IdeaPad Slim 3 15.3"" (Ryzen 5-150/16GB/1.0TB)",607.69,https://www.skroutz.gr/s/67271895/lenovo-ideapad-slim-3-15-3-fhd-ryzen-5-150-16gb-1-0tb-ssd-no-os-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,16,0,4.0
"HP OmniBook 3 16-by0002nvx 16"" (Ryzen 5-N150/16GB/512GB)",952.0,https://www.skroutz.gr/s/67617499/hp-omnibook-3-16-by0002nvx-16-oled-fhd-ryzen-5-n150-16gb-512gb-ssd-w11-home-glacier-silver-gr-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,16,512,4.0
"Microsoft Surface Laptop Go 12.4"" (i5-1035G1/8GB/256GB)",613.73,https://www.skroutz.gr/s/25643119/Microsoft-Surface-Laptop-Go-12-4-Touchscreen-i5-1035G1-8GB-256GB-SSD-W10-S-US-Keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,8,256,4.0
"Asus Vivobook 15 15.6"" (Core 5-120U)",456.0,https://www.skroutz.gr/s/67453768/asus-vivobook-15-x1504va-bq4101-15-6-fhd-core-5-120u-8gb-512gb-ssd-no-os-quiet-blue-international-english-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,0,0,4.0
"Dell 16 Premium DA16250 16.3"" (Ultra 7-255HX/32GB/1TB)",3639.0,https://www.skroutz.gr/s/63172149/dell-16-premium-da16250-16-3-touchscreen-ultra-7-255hx-32gb-1tb-ssd-geforce-rtx-5060-w11-pro-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 255HX,0,Integrated Graphics,15,32,1000,7.5
"Dell Pro 15 Essential 15.6"" (i5-1334U)",802.62,https://www.skroutz.gr/s/67003259/dell-pro-15-essential-15-6-fhd-120hz-i5-1334u-16gb-1-0tb-ssd-w11-pro-us-keyboard.html,2026-07-05 02:43:57,Intel Core I5-1334U,0,Integrated Graphics,15,0,0,7.5
"Lenovo ThinkPad E14 Gen 5 (Intel) 14"" (i5-1335U)",932.0,https://www.skroutz.gr/s/67296960/lenovo-thinkpad-e14-gen-5-intel-14-ips-fhd-i5-1335u-8gb-256gb-ssd-256gb-ssd-w11-pro-graphite-black-uk-keyboard.html,2026-07-05 02:43:57,Intel Core i5-1335U,70,Integrated Graphics,15,0,0,42.5
"Lenovo Yoga 7 2-in-1 16AGP11 16"" (Ryzen AI 300-445/16GB/512GB)",1536.33,https://www.skroutz.gr/s/67450475/lenovo-yoga-7-2-in-1-16agp11-16-oled-fhd-touchscreen-ryzen-ai-300-series-445-16gb-512gb-ssd-w11-home-seashell-international-english-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,16,512,4.0
"Lenovo Thinkbook 16 G9 IRL 16"" (Core 7-240H/16GB)",905.73,https://www.skroutz.gr/s/67501658/lenovo-thinkbook-16-g9-irl-16-ips-fhd-core-7-240h-16gb-512gb-ssd-no-os-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,16,0,4.0
"Lenovo Ideapad Slim 3 14IRH10 14"" (i5-13420H/16GB/512GB)",648.58,https://www.skroutz.gr/s/67429329/lenovo-ideapad-slim-3-14irh10-14-oled-fhd-i5-13420h-16gb-512gb-ssd-no-os-international-english-keyboard.html,2026-07-05 02:43:57,Intel Core i5-13420H,85,Integrated Graphics,15,16,512,50.0
"HP VICTUS 15.6"" (Ryzen 7-260/24GB/1TB)",1204.47,https://www.skroutz.gr/s/65072409/hp-victus-15-6-ips-fhd-144hz-ryzen-7-260-24gb-1tb-ssd-geforce-rtx-5050-w11-home-gr-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,24,1000,4.0
"Lenovo ThinkPad L14 Gen 6 14"" (Ryzen 7 Pro-250)",1380.0,https://www.skroutz.gr/s/65382567/lenovo-thinkpad-l14-gen6-14-ips-fhd-ryzen-7-pro-250-16gb-512gb-ssd-w11-pro-gr-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,0,0,4.0
"Lenovo ThinkPad L16 Gen 2 16"" (Ryzen 7 Pro-250/32GB/1.0TB)",2356.02,https://www.skroutz.gr/s/67286258/lenovo-thinkpad-l16-gen-2-16-fhd-ryzen-7-pro-250-32gb-1-0tb-ssd-w11-pro-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,32,0,4.0
"Huawei MateBook D16 2024 16"" (i9-13900H/16GB/1TB)",1380.0,https://www.skroutz.gr/s/55497349/Huawei-MateBook-D16-2024-16-IPS-FHD-i9-13900H-16GB-1TB-SSD-W11-Home-US-Keyboard.html,2026-07-05 02:43:57,Intel Core i9-13900H,140,Integrated Graphics,15,16,1000,77.5
