name,price,url,timestamp,cpu_name,cpu_score,gpu_name,gpu_score,ram_gb,ssd_gb,combined_score
"Lenovo ThinkPad T16 Gen 5 (Intel) 16"" (Ultra 5-325/512GB)",2419.9,https://www.skroutz.gr/s/68251148/lenovo-thinkpad-t16-gen-5-intel-16-ips-fhd-ultra-5-325-16gb-512gb-ssd-w11-pro-gr-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 5 325,0,Integrated Graphics,15,0,512,7.5
"Lenovo ThinkPad P14s Gen 7 (AMD) 14"" (Ryzen AI 7 Pro-450/32GB/1TB)",2570.46,https://www.skroutz.gr/s/67886140/lenovo-thinkpad-p14s-gen-7-amd-14-ips-fhd-ryzen-ai-7-pro-450-32gb-1tb-ssd-w11-pro-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,32,1000,4.0
"Lenovo ThinkPad X1 Yoga Gen 8 14"" (i5-1345U/32GB/1TB)",1990.0,https://www.skroutz.gr/s/59335879/Lenovo-ThinkPad-X1-Yoga-Gen-8-14-IPS-FHD-Touchscreen-i5-1345U-32GB-1TB-SSD-W11-Pro-Storm-Grey-US-Keyboard.html,2026-07-05 02:43:57,Intel Core I5-1345U,0,Integrated Graphics,15,32,1000,7.5
"Lenovo ThinkPad T14 Gen 7 (Intel) 14"" (Ultra 5-325/32GB)",2673.69,https://www.skroutz.gr/s/68062145/lenovo-thinkpad-t14-gen-7-intel-14-fhd-ultra-5-325-32gb-512gb-ssd-w11-pro-international-english-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 5 325,0,Integrated Graphics,15,32,0,7.5
"Lenovo ThinkPad P14s Gen 7 14"" (Ryzen AI 7 Pro-450/48GB/1TB)",3022.88,https://www.skroutz.gr/s/67718676/lenovo-thinkpad-p14s-gen-7-14-touchscreen-120hz-ryzen-ai-7-pro-450-48gb-1tb-ssd-w11-pro-international-english-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,48,1000,4.0
"Lenovo ThinkPad P16v Gen 3 (Intel) 16"" (Ultra 9-285H/64GB/1TB)",3670.1,https://www.skroutz.gr/s/66939484/lenovo-thinkpad-p16v-gen-3-intel-16-ips-fhd-ultra-9-285h-64gb-1tb-ssd-rtx-pro-2000-blackwell-w11-pro-gr-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 9 285H,0,Integrated Graphics,15,64,1000,7.5
"Lenovo ThinkPad P15 Gen 1 15.6"" (i7-10750H/32GB/2TB)",2377.0,https://www.skroutz.gr/s/59793366/lenovo-thinkpad-p15-gen-1-15-6-ips-fhd-i7-10750h-32gb-2tb-ssd-2tb-ssd-quadro-t1000-w11-pro-us-keyboard.html,2026-07-05 02:43:57,Intel Core i7-10750H,52,Integrated Graphics,15,32,2000,33.5
"Lenovo ThinkPad X1 Carbon Gen 13 Aura Edition 14"" (Ultra 7)",2065.34,https://www.skroutz.gr/s/64059991/lenovo-thinkpad-x1-carbon-gen-13-aura-edition-14-ips-ultra-7-255u-32gb-512gb-ssd-w11-pro-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,0,0,4.0
"Lenovo V15 G4 IRU 15.6"" (i5-13420H)",618.11,https://www.skroutz.gr/s/55552436/Lenovo-V15-G4-IRU-15-6-IPS-FHD-i5-13420H-16GB-512GB-SSD-No-OS-Business-Black-US-Keyboard.html,2026-07-05 02:43:57,Intel Core i5-13420H,85,Integrated Graphics,15,0,0,50.0
"Lenovo ThinkPad E14 14"" (i5-1335U/16GB/512GB)",869.0,https://www.skroutz.gr/s/66114445/lenovo-thinkpad-e14-14-fhd-touchscreen-i5-1335u-16gb-512gb-ssd-w11-pro-us-keyboard.html,2026-07-05 02:43:57,Intel Core i5-1335U,70,Integrated Graphics,15,16,512,42.5
"Lenovo IdeaPad Slim 3 16"" (i5-12450H/16GB/512GB)",870.11,https://www.skroutz.gr/s/52439077/Lenovo-IdeaPad-Slim-3-16-IPS-FHD-i5-12450H-16GB-512GB-SSD-No-OS-Arctic-Grey-US-Keyboard.html,2026-07-05 02:43:57,Intel Core i5-12450H,80,Integrated Graphics,15,16,512,47.5
"Lenovo IdeaPad Slim 5 15IRH9 15.3"" (i5-13420H/32GB/512GB)",1297.11,https://www.skroutz.gr/s/57750788/Lenovo-IdeaPad-Slim-5-15IRH9-15-3-IPS-FHD-i5-13420H-32GB-512GB-SSD-No-OS-Cloud-Grey-UK-Keyboard.html,2026-07-05 02:43:57,Intel Core i5-13420H,85,Integrated Graphics,15,32,512,50.0
"Lenovo Thinkpad L16 Gen 2 16"" (Ultra 7-255U/16GB/512GB)",1456.64,https://www.skroutz.gr/s/66578634/lenovo-thinkpad-l16-gen-2-16-ips-fhd-ultra-7-255u-16gb-512gb-ssd-w11-pro-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 255U,0,Integrated Graphics,15,16,512,7.5
"Lenovo LOQ 15IRX10 15.6"" (i5-13450HX)",999.17,https://www.skroutz.gr/s/62649269/lenovo-loq-15irx10-15-6-ips-fhd-144hz-i5-13450hx-16gb-512gb-ssd-geforce-rtx-5050-w11-home-international-english-keyboard.html,2026-07-05 02:43:57,Intel Core I5-13450HX,0,Integrated Graphics,15,0,0,7.5
"Lenovo ThinkPad T14s Gen 6 (Intel) 14"" (Ultra 7/1TB)",2588.88,https://www.skroutz.gr/s/64549141/lenovo-thinkpad-t14s-gen-6-intel-14-ips-fhd-ultra-7-258v-32gb-1tb-ssd-w11-pro-gr-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,0,1000,4.0
"Lenovo Thinkbook 14 G9 IRL 14"" (Core 5-210H/512GB)",749.0,https://www.skroutz.gr/s/65555894/lenovo-thinkbook-14-g9-irl-14-ips-fhd-core-5-210h-16gb-512gb-ssd-no-os-gr-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,0,512,4.0
"Lenovo Yoga 7 2-in-1 14AGP11 14"" (Ryzen AI 400 Series)",1398.07,https://www.skroutz.gr/s/68287799/lenovo-yoga-7-2-in-1-14agp11-14-oled-fhd-touchscreen-ryzen-ai-400-series-435-16gb-512gb-ssd-w11-home-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,0,0,4.0
"Lenovo ThinkPad T16 Gen 4 (Intel) 16"" (Ultra 7-255U/32GB/512GB)",2178.86,https://www.skroutz.gr/s/63400581/lenovo-thinkpad-t16-gen-4-intel-16-ips-fhd-ultra-7-255u-32gb-512gb-ssd-w11-pro-international-english-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 255U,0,Integrated Graphics,15,32,512,7.5
"Lenovo ThinkPad L14 Gen 6 (AMD) 14"" (Ryzen 7 Pro-250/16GB/512GB)",1793.35,https://www.skroutz.gr/s/67823780/lenovo-thinkpad-l14-gen-6-amd-14-ips-fhd-ryzen-7-pro-250-16gb-512gb-ssd-w11-pro-black-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,16,512,4.0
"Lenovo ThinkPad T14 Gen 7 (Intel) 14"" (Ultra 7-355/32GB/1TB)",2905.25,https://www.skroutz.gr/s/68287992/lenovo-thinkpad-t14-gen-7-intel-14-ips-fhd-ultra-7-355-32gb-1tb-ssd-w11-pro-international-english-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 355,0,Integrated Graphics,15,32,1000,7.5
"Lenovo P16s Gen 4 16 16"" (Ultra 7-265H/32GB/1TB)",3215.32,https://www.skroutz.gr/s/66670962/lenovo-p16s-gen-4-16-16-ips-fhd-ultra-7-265h-32gb-1tb-ssd-rtx-pro-500-blackwell-w11-pro-black-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 265H,0,Integrated Graphics,15,32,1000,7.5
"Lenovo ThinkPad P1 Gen 8 16"" (Ultra 7-255H/32GB/1TB)",5157.13,https://www.skroutz.gr/s/68288115/lenovo-thinkpad-p1-gen-8-16-ips-uhd-ultra-7-255h-32gb-1tb-ssd-rtx-pro-2000-blackwell-w11-pro-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 255H,0,Integrated Graphics,15,32,1000,7.5
"Lenovo ThinkPad P16v Gen 3 (Intel) 16"" (Ultra 7-255H/32GB)",3044.69,https://www.skroutz.gr/s/67900190/lenovo-thinkpad-p16v-gen-3-intel-16-ips-fhd-touchscreen-ultra-7-255h-32gb-512gb-ssd-rtx-pro-500-blackwell-w11-pro-gr-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 255H,0,Integrated Graphics,15,32,0,7.5
"Lenovo Thinkpad P16 Gen 3 16"" (Ultra 9)",4748.21,https://www.skroutz.gr/s/68071740/lenovo-thinkpad-p16-gen-3-16-ips-fhd-ultra-9-275hx-32gb-1tb-ssd-rtx-pro-1000-blackwell-w11-pro-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,0,0,4.0
"Lenovo ThinkBook 16 G8 IRL 16"" (Core 3-100U)",688.24,https://www.skroutz.gr/s/64423486/lenovo-thinkbook-16-g8-irl-16-core-3-100u-16gb-1tb-ssd-no-os-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,0,0,4.0
"Lenovo V15 G5 IRL 15.6"" (i5-13420H)",528.15,https://www.skroutz.gr/s/65839101/lenovo-v15-g5-irl-15-6-fhd-i5-13420h-8gb-512gb-ssd-uhd-graphics-no-os-business-black-international-english-keyboard.html,2026-07-05 02:43:57,Intel Core i5-13420H,85,Integrated Graphics,15,0,0,50.0
"HP EliteBook 840 G11 14"" (Ultra 5-125U/16GB/512GB)",1352.4,https://www.skroutz.gr/s/60317656/hp-elitebook-840-g11-14-ips-fhd-ultra-5-125u-16gb-512gb-ssd-w11-pro-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 5 125U,72,Integrated Graphics,15,16,512,43.5
"Lenovo Chromebook S340-14 14"" (Celeron Dual Core-N4000/4GB/64GB)",219.03,https://www.skroutz.gr/s/22127820/Lenovo-Chromebook-S340-14-14-FHD-Celeron-Dual-Core-N4000-4GB-64GB-Flash-Storage-Chrome-OS.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,64,0,4.0
"Lenovo ThinkPad P15 Gen 1 15.6"" (i7-10750H/64GB/512GB)",2103.0,https://www.skroutz.gr/s/59793603/lenovo-thinkpad-p15-gen-1-15-6-ips-fhd-i7-10750h-64gb-512gb-ssd-quadro-t1000-w11-pro-us-keyboard.html,2026-07-05 02:43:57,Intel Core i7-10750H,52,Integrated Graphics,15,64,512,33.5
"Lenovo IdeaPad 1 14IGL7 14"" (Celeron-N4500/4GB/128GB)",219.03,https://www.skroutz.gr/s/61153594/lenovo-ideapad-1-14igl7-14-fhd-celeron-n4500-4gb-128gb-flash-storage-w11-s-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,4,128,4.0
"Dell 15 DC15250 15.6"" (Ryzen 5-7530U/16GB/512GB)",868.0,https://www.skroutz.gr/s/62947980/dell-15-dc15250-15-6-fhd-ryzen-5-7530u-16gb-512gb-ssd-w11-home-gr-keyboard.html,2026-07-05 02:43:57,AMD Ryzen 5 7530U,76,Integrated Graphics,18,16,512,47.0
"Lenovo IdeaPad 1 14IGL7 14"" (Celeron Dual Core-N4020/4GB/128GB)",245.04,https://www.skroutz.gr/s/48338052/Lenovo-IdeaPad-1-14IGL7-14-Celeron-Dual-Core-N4020-4GB-128GB-Flash-Storage-W11-S-Cloud-Grey-US-Keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,4,128,4.0
"Lenovo ThinkPad L16 Gen 1 (Intel) 16"" (Ultra 7-155U/16GB/512GB)",1565.49,https://www.skroutz.gr/s/54204732/Lenovo-ThinkPad-L16-Gen-1-Intel-16-IPS-Ultra-7-155U-16GB-512GB-SSD-W11-Pro-International-English-Keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 155U,82,Integrated Graphics,15,16,512,48.5
"Lenovo IdeaPad 3 Chrome 15IJL6 15.6"" (Celeron Dual Core-N4500/4GB/64GB)",255.08,https://www.skroutz.gr/s/61119257/lenovo-ideapad-3-chrome-15ijl6-15-6-fhd-celeron-dual-core-n4500-4gb-64gb-ssd-chrome-os-arctic-grey-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,64,0,4.0
"Lenovo Ideapad Slim 3 15IAN8 15.6"" (N-Series-N100)",279.0,https://www.skroutz.gr/s/65031744/lenovo-ideapad-slim-3-15ian8-15-6-fhd-n-series-n100-4gb-128gb-ssd-w11-s-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,0,0,4.0
"Lenovo IdeaPad Slim 3 15IRU10 15.3"" (Core 3-100U/8GB/512GB)",449.08,https://www.skroutz.gr/s/64597514/lenovo-ideapad-slim-3-15iru10-15-3-ips-fhd-core-3-100u-8gb-512gb-ssd-w11-home-luna-grey-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,8,512,4.0
"Lenovo IdeaPad Slim 3 15IRH10R 15.3"" (Core 5-210H/8GB/512GB)",515.08,https://www.skroutz.gr/s/64370796/lenovo-ideapad-slim-3-15irh10r-15-3-ips-fhd-core-5-210h-8gb-512gb-ssd-w11-home-luna-grey-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,8,512,4.0
"Lenovo V15 G4 IRU 15.6"" (i3-1315U/16GB/512GB)",545.18,https://www.skroutz.gr/s/64370518/lenovo-v15-g4-iru-15-6-fhd-i3-1315u-16gb-512gb-ssd-w11-home-business-black-us-keyboard.html,2026-07-05 02:43:57,Intel Core i3-1315U,50,Integrated Graphics,8,16,512,29.0
"Lenovo IdeaPad 3 2-in-1 14IAL10 14"" (Ultra 5-225U/8GB/512GB)",569.1,https://www.skroutz.gr/s/63948528/lenovo-ideapad-3-2-in-1-14ial10-14-ips-fhd-touchscreen-ultra-5-225u-8gb-512gb-ssd-w11-home-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 5 225U,0,Integrated Graphics,15,8,512,7.5
"Lenovo Ideapad Slim 3 15ABR8 15.6"" (Ryzen 7/16GB)",609.1,https://www.skroutz.gr/s/59437788/Lenovo-IdeaPad-Slim-3-15ABR8-15-6-IPS-FHD-Touchscreen-Ryzen-7-5825U-16GB-512GB-SSD-W11-Home-Arctic-Grey-US-Keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,16,0,4.0
"Lenovo IdeaPad Slim 3 15Q8X10 15.3"" (Snapdragon/16GB)",545.09,https://www.skroutz.gr/s/62556221/lenovo-ideapad-slim-3-15q8x10-15-3-ips-fhd-snapdragon-x-x1-26-100-16gb-256gb-ssd-w11-home-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,16,0,4.0
"Lenovo IdeaPad Slim 3 15ARP10 15.3"" (Ryzen 7/16GB)",597.67,https://www.skroutz.gr/s/66889755/lenovo-ideapad-slim-3-15arp10-15-3-ips-fhd-ryzen-7-170-16gb-512gb-ssd-no-os-luna-grey-international-english-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,16,0,4.0
"Lenovo IdeaPad 5 2-in-1 14Q8X9 14"" (Snapdragon-X1P-42-100/16GB/1TB)",715.12,https://www.skroutz.gr/s/63316190/lenovo-ideapad-5-2-in-1-14q8x9-14-oled-fhd-touchscreen-snapdragon-x1p-42-100-16gb-1tb-ssd-w11-home-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,16,1000,4.0
"Lenovo IdeaPad 5 2-in-1 16IRU9 16"" (Core 7-150U/16GB/1TB)",755.12,https://www.skroutz.gr/s/55143665/Lenovo-IdeaPad-5-2-in-1-16IRU9-16-IPS-FHD-Touchscreen-Core-7-150U-16GB-1TB-SSD-W11-Home-Cosmic-Blue-US-Keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,16,1000,4.0
"Lenovo IdeaPad Slim 3i 15.6"" (i7-1355U/16GB/1TB)",755.12,https://www.skroutz.gr/s/65328679/lenovo-ideapad-slim-3i-15-6-ips-fhd-touchscreen-i7-1355u-16gb-1tb-ssd-w11-home-arctic-grey-us-keyboard.html,2026-07-05 02:43:57,Intel Core i7-1355U,75,Integrated Graphics,15,16,1000,45.0
"Lenovo IdeaPad Slim 5 16AHP9 16"" (Ryzen 5-8845HS/16GB/1.0TB)",765.13,https://www.skroutz.gr/s/53536887/Lenovo-IdeaPad-Slim-5-16AHP9-16-IPS-FHD-Touchscreen-Ryzen-5-8845HS-16GB-1-0TB-SSD-W11-Home-Abyss-Blue-US-Keyboard.html,2026-07-05 02:43:57,AMD Ryzen 5 8845HS,0,Integrated Graphics,18,16,0,9.0
"Lenovo IdeaPad Slim 5 16IRH10 16"" (i7-13620H/16GB/1TB)",776.57,https://www.skroutz.gr/s/60198054/lenovo-ideapad-slim-5-16irh10-16-ips-fhd-i7-13620h-16gb-1tb-ssd-no-os-international-english-keyboard.html,2026-07-05 02:43:57,Intel Core i7-13620H,125,Integrated Graphics,15,16,1000,70.0
"Lenovo Yoga 7 2in1 16AHP9 16"" (Ryzen 7-8840HS/16GB/512GB)",799.13,https://www.skroutz.gr/s/64431767/lenovo-yoga-7-2in1-16ahp9-16-ips-fhd-touchscreen-ryzen-7-8840hs-16gb-512gb-ssd-w11-home-arctic-grey-us-keyboard.html,2026-07-05 02:43:57,AMD Ryzen 7 8840HS,132,Integrated Graphics,18,16,512,75.0
"Lenovo Yoga 7i 2-in-1 16ILL10 16"" (Ultra 5-226V/16GB/512GB)",809.14,https://www.skroutz.gr/s/64432100/lenovo-yoga-7i-2-in-1-16ill10-16-ips-fhd-touchscreen-ultra-5-226v-16gb-512gb-ssd-w11-home-luna-grey-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 5 226V,0,Integrated Graphics,15,16,512,7.5
"Lenovo LOQ 15IAX9E 15.6"" (i5-12450HX/16GB/512GB)",835.14,https://www.skroutz.gr/s/58248778/Lenovo-LOQ-15IAX9E-15-6-IPS-FHD-144Hz-i5-12450HX-16GB-512GB-SSD-GeForce-RTX-2050-W11-Home-Luna-Grey-GR-Keyboard.html,2026-07-05 02:43:57,Intel Core I5-12450HX,0,Integrated Graphics,15,16,512,7.5
"Lenovo 5 2in1 16AKP10 16"" (Ryzen AI 300-350/16GB/512GB)",835.14,https://www.skroutz.gr/s/62583906/lenovo-5-2in1-16akp10-16-ips-fhd-touchscreen-ryzen-ai-300-series-350-16gb-512gb-ssd-w11-home-international-english-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,16,512,4.0
"Lenovo LOQ 15ARP9 15.6"" (Ryzen 5-7235HS/512GB)",835.14,https://www.skroutz.gr/s/63409020/lenovo-loq-15arp9-15-6-ips-fhd-144hz-ryzen-5-7235hs-12gb-512gb-ssd-geforce-rtx-4050-w11-home-luna-grey-us-keyboard.html,2026-07-05 02:43:57,AMD Ryzen 5 7235HS,0,Integrated Graphics,18,0,512,9.0
"Lenovo IdeaPad 5 2-in-1 16AKP10 16"" (Ryzen AI 300-7 350/16GB)",875.14,https://www.skroutz.gr/s/63697035/lenovo-ideapad-5-2-in-1-16akp10-16-ips-fhd-touchscreen-ryzen-ai-300-series-7-350-16gb-1tb-ssd-w11-home-cosmic-blue-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,16,0,4.0
"Lenovo IdeaPad Slim 3 15IRU8 15.6"" (i3-1315U/8GB/512GB)",415.36,https://www.skroutz.gr/s/65489587/lenovo-ideapad-slim-3-15iru8-15-6-ips-fhd-i3-1315u-8gb-512gb-ssd-no-os-arctic-grey-us-keyboard.html,2026-07-05 02:43:57,Intel Core i3-1315U,50,Integrated Graphics,8,8,512,29.0
"Lenovo Yoga 7 2in1 6AKP10 16"" (Ryzen AI 300-350/16GB/1.0TB)",925.15,https://www.skroutz.gr/s/63485238/lenovo-yoga-7-2in1-6akp10-16-ips-fhd-touchscreen-ryzen-ai-300-series-350-16gb-1-0tb-ssd-w11-home-international-english-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,16,0,4.0
"Lenovo Yoga 7 2-in-1 16IML9 16"" (Ultra 7-155U/16GB/1TB)",935.16,https://www.skroutz.gr/s/52011270/Lenovo-Yoga-7-2-in-1-16IML9-16-IPS-FHD-Touchscreen-Ultra-7-155U-16GB-1TB-SSD-W11-Home-Storm-Grey-US-Keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 155U,82,Integrated Graphics,15,16,1000,48.5
"Lenovo Ideapad 5 2-in-1 14IAL10 14"" (Ultra 7)",975.16,https://www.skroutz.gr/s/62985559/lenovo-ideapad-5-2-in-1-14ial10-14-oled-fhd-ultra-7-255u-16gb-512gb-ssd-w11-home-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,0,0,4.0
"Lenovo IdeaPad Pro 5 16AKP10 16"" (Ryzen AI Max 300 Series-AI 5 340/16GB/512GB)",1099.19,https://www.skroutz.gr/s/65069264/lenovo-ideapad-pro-5-16akp10-16-oled-120hz-ryzen-ai-max-300-series-ai-5-340-16gb-512gb-ssd-geforce-rtx-5050-w11-home-luna-grey-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,16,512,4.0
"Lenovo P14s Gen 5 14.5"" (Ultra 5-125H/16GB/512GB)",1119.19,https://www.skroutz.gr/s/63667621/lenovo-p14s-gen-5-14-5-ips-fhd-ultra-5-125h-16gb-512gb-ssd-w11-pro-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 5 125H,105,Integrated Graphics,15,16,512,60.0
"Lenovo ThinkPad T14 Gen 5 (Intel) 14"" (Ultra 7-155U)",1155.18,https://www.skroutz.gr/s/63949617/lenovo-thinkpad-t14-gen-5-intel-14-ips-fhd-touchscreen-ultra-7-155u-16gb-512gb-ssd-w11-pro-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 155U,82,Integrated Graphics,15,0,0,48.5
"Lenovo LOQ 17IRX10 17.3"" (i5-13450HX)",999.0,https://www.skroutz.gr/s/62619116/lenovo-loq-17irx10-17-3-ips-fhd-165hz-i5-13450hx-12gb-512gb-ssd-geforce-rtx-5050-w11-home-luna-grey-us-keyboard.html,2026-07-05 02:43:57,Intel Core I5-13450HX,0,Integrated Graphics,15,0,0,7.5
"Lenovo Legion 15IRX10 15.3"" (i7-13650HX/24GB/512GB)",1289.22,https://www.skroutz.gr/s/62812377/lenovo-legion-15irx10-15-3-ips-fhd-165hz-i7-13650hx-24gb-512gb-ssd-uhd-graphics-w11-home-international-english-keyboard.html,2026-07-05 02:43:57,Intel Core I7-13650HX,0,Integrated Graphics,15,24,512,7.5
"Lenovo Yoga 7 2-in-1 14AKP10 14"" (Ryzen AI 300-7 350/1TB)",1313.45,https://www.skroutz.gr/s/60455329/lenovo-yoga-7-2-in-1-14akp10-14-oled-touchscreen-120hz-ryzen-ai-300-series-7-350-32gb-1tb-ssd-w11-home-tidal-teal-gr-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,0,1000,4.0
"Lenovo Slim 7 14ILL10 14"" (Ultra 7-258V/32GB/1TB)",1325.21,https://www.skroutz.gr/s/62561251/lenovo-slim-7-14ill10-14-oled-fhd-ultra-7-258v-32gb-1tb-ssd-w11-home-luna-grey-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 258V,0,Integrated Graphics,15,32,1000,7.5
"Lenovo Legion 5 15AHP10 15.3"" (Ryzen 7-260/16GB)",1319.21,https://www.skroutz.gr/s/63601335/lenovo-legion-5-15ahp10-15-3-ips-fhd-165hz-ryzen-7-260-16gb-512gb-ssd-w11-home-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,16,0,4.0
"Lenovo Legion Pro 5i Gen10 16"" (Ultra 7-255HX/16GB/512GB)",1485.25,https://www.skroutz.gr/s/62973945/lenovo-legion-pro-5i-gen10-16-oled-qhd-ultra-7-255hx-16gb-512gb-ssd-geforce-rtx-5060-w11-home-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 255HX,0,Integrated Graphics,15,16,512,7.5
"Lenovo P14s Gen 5 14.5"" (Ultra 7-155H/16GB/512GB)",1495.24,https://www.skroutz.gr/s/63667586/lenovo-p14s-gen-5-14-5-ips-fhd-ultra-7-155h-16gb-512gb-ssd-w11-pro-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 155H,130,Integrated Graphics,15,16,512,72.5
"Lenovo ThinkPad L14 14"" (Ryzen AI PRO 300 Series-5 340/32GB/512GB)",1561.14,https://www.skroutz.gr/s/65837774/lenovo-thinkpad-l14-14-ips-fhd-ryzen-ai-pro-300-series-5-340-32gb-512gb-ssd-w11-pro-black-international-english-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,32,512,4.0
"Lenovo Pro 5 16IAX10 16"" (Ultra 7-255HX/1.0TB)",1575.26,https://www.skroutz.gr/s/63667692/lenovo-pro-5-16iax10-16-oled-qhd-165hz-ultra-7-255hx-16gb-1-0tb-ssd-geforce-rtx-5060-w11-home-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 255HX,0,Integrated Graphics,15,0,0,7.5
"Lenovo Legion Pro 5 16ADR10 16"" (Ryzen 7-8745HX/32GB/1TB)",1735.28,https://www.skroutz.gr/s/64431858/lenovo-legion-pro-5-16adr10-16-oled-qhd-165hz-ryzen-7-8745hx-32gb-1tb-ssd-geforce-rtx-5060-w11-home-eclipse-black-us-keyboard.html,2026-07-05 02:43:57,AMD Ryzen 7 8745HX,0,Integrated Graphics,18,32,1000,9.0
"Lenovo ThinkPad X9-14 Gen 1 Aura Edition 14"" (Ultra 7-258V/32GB)",1789.3,https://www.skroutz.gr/s/61933113/lenovo-thinkpad-x9-14-gen-1-aura-edition-14-oled-fhd-ultra-7-258v-32gb-1tb-ssd-w11-pro-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 258V,0,Integrated Graphics,15,32,0,7.5
"Lenovo Legion Pro 5 16ADR10 16"" (Ryzen 9/1TB)",1768.72,https://www.skroutz.gr/s/64041053/lenovo-legion-pro-5-16adr10-16-ips-qhd-240hz-ryzen-9-8945hx-32gb-1tb-ssd-geforce-rtx-5060-no-os-eclipse-black-us-keyboard.html,2026-07-05 02:43:57,,0,Integrated Graphics,8,0,1000,4.0
"Lenovo ThinkPad T14s Gen 6 14"" (Ultra 7-258V/32GB)",1849.3,https://www.skroutz.gr/s/63929118/lenovo-thinkpad-t14s-gen-6-14-ips-fhd-ultra-7-258v-32gb-1tb-ssd-w11-pro-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 258V,0,Integrated Graphics,15,32,0,7.5
"Lenovo ThinkPad X1 Gen 10 Aura Edition 2-IN-1 14"" (Ultra 7-258V/32GB/1TB)",1849.3,https://www.skroutz.gr/s/64103412/lenovo-thinkpad-x1-gen-10-aura-edition-2-in-1-14-ips-fhd-touchscreen-ultra-7-258v-32gb-1tb-ssd-w11-pro-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 258V,0,Integrated Graphics,15,32,1000,7.5
"Lenovo ThinkPad X1 2-in-1 Gen 10 Aura Edition 14"" (Ultra 7-255U/32GB/1TB)",1859.31,https://www.skroutz.gr/s/64631219/lenovo-thinkpad-x1-2-in-1-gen-10-aura-edition-14-oled-fhd-ultra-7-255u-32gb-1tb-ssd-w11-pro-gray-us-keyboard.html,2026-07-05 02:43:57,Intel Core Ultra 7 255U,0,Integrated Graphics,15,32,1000,7.5
